day,hour,A_t,D_t
56,8,1,0.0
56,9,1,0.0
56,10,1,0.0
56,11,0,0.45811
56,12,1,0.0
56,13,1,0.0
56,14,1,0.0
56,15,1,0.0
56,16,0,0.410205
56,17,0,0.437355
56,18,0,0.44121499999999997
56,19,0,0.48993499999999995
56,20,0,0.5441400000000001
56,21,1,0.0
56,22,1,0.0
56,23,1,0.0
56,24,1,0.0
57,1,1,0.0
57,2,1,0.0
57,3,1,0.0
57,4,1,0.0
57,5,1,0.0
57,6,1,0.0
57,7,1,0.0
57,8,1,0.0
57,9,1,0.0
57,10,1,0.0
57,11,1,0.0
57,12,1,0.0
57,13,1,0.0
57,14,1,0.0
57,15,1,0.0
57,16,1,0.0
57,17,1,0.0
57,18,1,0.0
57,19,1,0.0
57,20,0,0.55771
57,21,0,0.41713500000000003
57,22,1,0.0
57,23,1,0.0
57,24,1,0.0
58,1,1,0.0
58,2,1,0.0
58,3,1,0.0
58,4,1,0.0
58,5,1,0.0
58,6,1,0.0
58,7,1,0.0
58,8,1,0.0
58,9,1,0.0
58,10,1,0.0
58,11,0,0.38626000000000005
58,12,1,0.0
58,13,1,0.0
58,14,1,0.0
58,15,0,0.476325
58,16,1,0.0
58,17,1,0.0
58,18,1,0.0
58,19,1,0.0
58,20,1,0.0
58,21,1,0.0
58,22,1,0.0
58,23,1,0.0
58,24,1,0.0
59,1,1,0.0
59,2,1,0.0
59,3,1,0.0
59,4,1,0.0
59,5,1,0.0
59,6,1,0.0
59,7,1,0.0
59,8,1,0.0
59,9,1,0.0
59,10,1,0.0
59,11,1,0.0
59,12,1,0.0
59,13,1,0.0
59,14,1,0.0
59,15,0,0.5996299999999999
59,16,0,0.8277
59,17,0,0.909845
59,18,0,0.6083
59,19,1,0.0
59,20,1,0.0
59,21,1,0.0
59,22,1,0.0
59,23,1,0.0
59,24,1,0.0
60,1,1,0.0
60,2,1,0.0
60,3,1,0.0
60,4,1,0.0
60,5,1,0.0
60,6,1,0.0
60,7,1,0.0
60,8,1,0.0
60,9,1,0.0
60,10,1,0.0
60,11,1,0.0
60,12,0,0.48516
60,13,0,0.79464
60,14,0,0.6668949999999999
60,15,0,0.46279000000000003
60,16,1,0.0
60,17,0,0.39767
60,18,1,0.0
60,19,1,0.0
60,20,1,0.0
60,21,1,0.0
60,22,1,0.0
60,23,1,0.0
60,24,1,0.0
61,1,1,0.0
61,2,1,0.0
61,3,1,0.0
61,4,1,0.0
61,5,1,0.0
61,6,1,0.0
61,7,1,0.0
61,8,1,0.0
61,9,1,0.0
61,10,1,0.0
61,11,1,0.0
61,12,1,0.0
61,13,0,0.51478
61,14,0,0.68411
61,15,0,0.477845
61,16,0,0.6436799999999999
61,17,0,0.72568
61,18,0,0.729565
61,19,0,0.501785
61,20,0,0.46296
61,21,1,0.0
61,22,1,0.0
61,23,1,0.0
61,24,1,0.0
62,1,1,0.0
62,2,1,0.0
62,3,1,0.0
62,4,1,0.0
62,5,1,0.0
62,6,1,0.0
62,7,1,0.0
62,8,0,0.54485
62,9,0,0.5903200000000001
62,10,1,0.0
62,11,1,0.0
62,12,1,0.0
62,13,1,0.0
62,14,1,0.0
62,15,1,0.0
62,16,0,0.38442
62,17,1,0.0
62,18,1,0.0
62,19,1,0.0
62,20,1,0.0
62,21,1,0.0
62,22,1,0.0
62,23,1,0.0
62,24,1,0.0
63,1,1,0.0
63,2,1,0.0
63,3,1,0.0
63,4,1,0.0
63,5,1,0.0
63,6,1,0.0
63,7,1,0.0
63,8,1,0.0
63,9,0,0.44570499999999996
63,10,0,0.72675
63,11,0,0.63819
63,12,0,0.43132
63,13,1,0.0
63,14,1,0.0
63,15,0,0.4108
63,16,0,0.607985
63,17,0,0.603695
63,18,0,0.5838300000000001
63,19,0,0.6388050000000001
63,20,0,0.716595
63,21,0,0.41113
63,22,1,0.0
63,23,1,0.0
63,24,1,0.0
64,1,1,0.0
64,2,1,0.0
64,3,1,0.0
64,4,1,0.0
64,5,1,0.0
64,6,1,0.0
64,7,1,0.0
64,8,1,0.0
64,9,1,0.0
64,10,1,0.0
64,11,0,0.42945
64,12,0,0.43437
64,13,1,0.0
64,14,1,0.0
64,15,0,0.508725
64,16,0,0.53879
64,17,0,0.72116
64,18,0,0.6841849999999999
64,19,0,0.61066
64,20,0,0.618435
64,21,1,0.0
64,22,0,0.870705
64,23,0,0.652145
64,24,1,0.0
65,1,1,0.0
65,2,1,0.0
65,3,1,0.0
65,4,1,0.0
65,5,1,0.0
65,6,1,0.0
65,7,1,0.0
65,8,1,0.0
65,9,0,0.448675
65,10,0,0.9597200000000001
65,11,0,0.9195749999999999
65,12,0,0.46792500000000004
65,13,1,0.0
65,14,1,0.0
65,15,0,0.38244500000000003
65,16,0,0.416715
65,17,0,0.550585
65,18,0,0.57446
65,19,0,0.50144
65,20,0,0.53369
65,21,0,0.7176650000000001
65,22,0,0.431795
65,23,1,0.0
65,24,1,0.0
66,1,1,0.0
66,2,1,0.0
66,3,1,0.0
66,4,1,0.0
66,5,1,0.0
66,6,1,0.0
66,7,1,0.0
66,8,1,0.0
66,9,1,0.0
66,10,1,0.0
66,11,0,0.54303
66,12,0,0.452905
66,13,1,0.0
66,14,1,0.0
66,15,1,0.0
66,16,0,0.407765
66,17,0,0.47346499999999997
66,18,0,0.445
66,19,1,0.0
66,20,0,0.461155
66,21,1,0.0
66,22,1,0.0
66,23,1,0.0
66,24,1,0.0
67,1,1,0.0
67,2,1,0.0
67,3,1,0.0
67,4,1,0.0
67,5,1,0.0
67,6,1,0.0
67,7,1,0.0
67,8,1,0.0
67,9,1,0.0
67,10,1,0.0
67,11,1,0.0
67,12,1,0.0
67,13,1,0.0
67,14,1,0.0
67,15,1,0.0
67,16,1,0.0
67,17,1,0.0
67,18,0,0.38661500000000004
67,19,0,0.47702000000000006
67,20,0,0.538595
67,21,1,0.0
67,22,1,0.0
67,23,1,0.0
67,24,1,0.0
68,1,1,0.0
68,2,1,0.0
68,3,1,0.0
68,4,1,0.0
68,5,1,0.0
68,6,1,0.0
68,7,1,0.0
68,8,1,0.0
68,9,1,0.0
68,10,1,0.0
68,11,1,0.0
68,12,0,0.57936
68,13,0,0.563395
68,14,0,0.44211500000000004
68,15,0,0.565275
68,16,0,0.44115499999999996
68,17,1,0.0
68,18,0,0.39372500000000005
68,19,0,0.5896349999999999
68,20,0,0.51908
68,21,0,0.5745600000000001
68,22,1,0.0
68,23,1,0.0
68,24,1,0.0
69,1,1,0.0
69,2,1,0.0
69,3,1,0.0
69,4,1,0.0
69,5,1,0.0
69,6,1,0.0
69,7,1,0.0
69,8,1,0.0
69,9,0,0.57381
69,10,0,0.7751699999999999
69,11,0,0.56176
69,12,0,0.42577
69,13,0,0.67003
69,14,0,0.6823299999999999
69,15,0,0.395705
69,16,1,0.0
69,17,1,0.0
69,18,1,0.0
69,19,1,0.0
69,20,1,0.0
69,21,1,0.0
69,22,1,0.0
69,23,1,0.0
69,24,1,0.0
70,1,1,0.0
70,2,1,0.0
70,3,1,0.0
70,4,1,0.0
70,5,1,0.0
70,6,1,0.0
70,7,1,0.0
70,8,0,0.39424
70,9,1,0.0
70,10,1,0.0
70,11,0,0.40728000000000003
70,12,1,0.0
70,13,1,0.0
70,14,1,0.0
70,15,1,0.0
70,16,0,0.51512
70,17,0,0.41851999999999995
70,18,0,0.747085
70,19,0,0.953915
70,20,0,0.860785
70,21,1,0.0
70,22,1,0.0
70,23,1,0.0
70,24,1,0.0
71,1,1,0.0
71,2,1,0.0
71,3,1,0.0
71,4,1,0.0
71,5,1,0.0
71,6,1,0.0
71,7,1,0.0
71,8,1,0.0
71,9,1,0.0
71,10,0,0.47683
71,11,1,0.0
71,12,0,0.58456
71,13,1,0.0
71,14,1,0.0
71,15,1,0.0
71,16,0,0.44378999999999996
71,17,0,0.638405
71,18,0,0.7009799999999999
71,19,0,0.585025
71,20,0,0.45067499999999994
71,21,0,0.399945
71,22,1,0.0
71,23,1,0.0
71,24,1,0.0
72,1,1,0.0
72,2,1,0.0
72,3,1,0.0
72,4,1,0.0
72,5,1,0.0
72,6,1,0.0
72,7,1,0.0
72,8,1,0.0
72,9,0,0.48680500000000004
72,10,1,0.0
72,11,1,0.0
72,12,1,0.0
72,13,1,0.0
72,14,0,0.45675
72,15,0,0.50906
72,16,0,0.382125
72,17,0,0.492675
72,18,0,0.49991499999999994
72,19,1,0.0
72,20,0,0.5402049999999999
72,21,1,0.0
72,22,1,0.0
72,23,1,0.0
72,24,1,0.0
73,1,1,0.0
73,2,1,0.0
73,3,1,0.0
73,4,1,0.0
73,5,1,0.0
73,6,1,0.0
73,7,1,0.0
73,8,0,0.49189
73,9,0,0.56592
73,10,1,0.0
73,11,1,0.0
73,12,1,0.0
73,13,1,0.0
73,14,0,0.613375
73,15,0,0.426535
73,16,0,0.5259900000000001
73,17,0,0.504455
73,18,0,0.604895
73,19,0,0.617795
73,20,0,0.95408
73,21,0,0.7466499999999999
73,22,0,0.7730799999999999
73,23,1,0.0
73,24,1,0.0
74,1,1,0.0
74,2,1,0.0
74,3,1,0.0
74,4,1,0.0
74,5,1,0.0
74,6,1,0.0
74,7,1,0.0
74,8,1,0.0
74,9,1,0.0
74,10,1,0.0
74,11,1,0.0
74,12,1,0.0
74,13,1,0.0
74,14,0,0.5653199999999999
74,15,0,0.6362749999999999
74,16,1,0.0
74,17,0,0.41045000000000004
74,18,1,0.0
74,19,1,0.0
74,20,0,0.476385
74,21,1,0.0
74,22,1,0.0
74,23,1,0.0
74,24,1,0.0
75,1,1,0.0
75,2,1,0.0
75,3,1,0.0
75,4,1,0.0
75,5,1,0.0
75,6,1,0.0
75,7,1,0.0
75,8,1,0.0
75,9,1,0.0
75,10,1,0.0
75,11,1,0.0
75,12,1,0.0
75,13,1,0.0
75,14,1,0.0
75,15,1,0.0
75,16,0,0.7583550000000001
75,17,0,0.57509
75,18,0,0.47783000000000003
75,19,0,0.395245
75,20,0,0.529315
75,21,1,0.0
75,22,1,0.0
75,23,1,0.0
75,24,1,0.0
76,1,1,0.0
76,2,1,0.0
76,3,1,0.0
76,4,1,0.0
76,5,1,0.0
76,6,1,0.0
76,7,1,0.0
76,8,0,0.49049
76,9,0,0.530315
76,10,0,0.69685
76,11,1,0.0
76,12,1,0.0
76,13,0,0.46341
76,14,0,0.409095
76,15,0,0.508615
76,16,1,0.0
76,17,1,0.0
76,18,1,0.0
76,19,0,0.489485
76,20,0,0.5947
76,21,0,0.431365
76,22,1,0.0
76,23,1,0.0
76,24,1,0.0
77,1,1,0.0
77,2,1,0.0
77,3,1,0.0
77,4,1,0.0
77,5,1,0.0
77,6,1,0.0
77,7,1,0.0
77,8,1,0.0
77,9,1,0.0
77,10,1,0.0
77,11,1,0.0
77,12,1,0.0
77,13,1,0.0
77,14,0,0.417385
77,15,0,0.607175
77,16,0,0.63488
77,17,0,0.40469
77,18,1,0.0
77,19,1,0.0
77,20,1,0.0
77,21,1,0.0
77,22,1,0.0
77,23,1,0.0
77,24,1,0.0
78,1,1,0.0
78,2,1,0.0
78,3,1,0.0
78,4,1,0.0
78,5,1,0.0
78,6,1,0.0
78,7,0,0.427095
78,8,0,0.52576
78,9,1,0.0
78,10,1,0.0
78,11,1,0.0
78,12,1,0.0
78,13,1,0.0
78,14,1,0.0
78,15,1,0.0
78,16,1,0.0
78,17,1,0.0
78,18,1,0.0
78,19,0,0.444135
78,20,1,0.0
78,21,1,0.0
78,22,1,0.0
78,23,0,0.39283500000000005
78,24,1,0.0
79,1,1,0.0
79,2,1,0.0
79,3,1,0.0
79,4,1,0.0
79,5,1,0.0
79,6,1,0.0
79,7,1,0.0
79,8,1,0.0
79,9,0,0.419685
79,10,0,0.467315
79,11,1,0.0
79,12,1,0.0
79,13,1,0.0
79,14,1,0.0
79,15,0,0.525235
79,16,0,0.5037999999999999
79,17,1,0.0
79,18,0,0.6506700000000001
79,19,0,0.48585999999999996
79,20,1,0.0
79,21,1,0.0
79,22,1,0.0
79,23,1,0.0
79,24,1,0.0
80,1,1,0.0
80,2,1,0.0
80,3,1,0.0
80,4,1,0.0
80,5,1,0.0
80,6,1,0.0
80,7,1,0.0
80,8,1,0.0
80,9,1,0.0
80,10,1,0.0
80,11,1,0.0
80,12,1,0.0
80,13,1,0.0
80,14,0,0.38816
80,15,0,0.6172
80,16,0,0.4296
80,17,1,0.0
80,18,0,0.48253
80,19,0,0.49802
80,20,0,0.46963499999999997
80,21,1,0.0
80,22,1,0.0
80,23,1,0.0
80,24,1,0.0
81,1,1,0.0
81,2,1,0.0
81,3,1,0.0
81,4,1,0.0
81,5,1,0.0
81,6,1,0.0
81,7,1,0.0
81,8,1,0.0
81,9,1,0.0
81,10,0,0.44244999999999995
81,11,0,0.5561499999999999
81,12,0,0.55801
81,13,0,0.6103999999999999
81,14,0,0.6777600000000001
81,15,0,0.49027499999999996
81,16,1,0.0
81,17,1,0.0
81,18,1,0.0
81,19,0,0.38675
81,20,1,0.0
81,21,1,0.0
81,22,1,0.0
81,23,1,0.0
81,24,1,0.0
82,1,1,0.0
82,2,1,0.0
82,3,1,0.0
82,4,1,0.0
82,5,1,0.0
82,6,1,0.0
82,7,1,0.0
82,8,1,0.0
82,9,1,0.0
82,10,1,0.0
82,11,1,0.0
82,12,0,0.45531
82,13,0,0.7028650000000001
82,14,0,0.765895
82,15,0,0.473905
82,16,0,0.423605
82,17,1,0.0
82,18,1,0.0
82,19,1,0.0
82,20,1,0.0
82,21,1,0.0
82,22,1,0.0
82,23,1,0.0
82,24,1,0.0
83,1,1,0.0
83,2,1,0.0
83,3,1,0.0
83,4,1,0.0
83,5,1,0.0
83,6,1,0.0
83,7,1,0.0
83,8,1,0.0
83,9,1,0.0
83,10,0,0.43229500000000004
83,11,0,0.657825
83,12,0,0.50422
83,13,0,0.81699
83,14,0,0.690735
83,15,0,0.776045
83,16,0,0.7443249999999999
83,17,0,0.8625700000000001
83,18,0,0.8036249999999999
83,19,0,0.63846
83,20,0,0.612805
83,21,0,0.439275
83,22,1,0.0
83,23,1,0.0
83,24,1,0.0
84,1,1,0.0
84,2,1,0.0
84,3,1,0.0
84,4,1,0.0
84,5,1,0.0
84,6,1,0.0
84,7,1,0.0
84,8,0,0.403615
84,9,1,0.0
84,10,1,0.0
84,11,1,0.0
84,12,1,0.0
84,13,1,0.0
84,14,1,0.0
84,15,0,0.486535
84,16,0,0.38839
84,17,1,0.0
84,18,0,0.445985
84,19,0,0.51562
84,20,0,0.5094850000000001
84,21,1,0.0
84,22,1,0.0
84,23,1,0.0
84,24,1,0.0
85,1,1,0.0
85,2,1,0.0
85,3,1,0.0
85,4,1,0.0
85,5,1,0.0
85,6,1,0.0
85,7,1,0.0
85,8,1,0.0
85,9,1,0.0
85,10,1,0.0
85,11,0,0.5077
85,12,0,0.46385000000000004
85,13,0,0.484095
85,14,1,0.0
85,15,0,0.42879
85,16,0,0.54072
85,17,0,0.70503
85,18,0,0.650515
85,19,1,0.0
85,20,1,0.0
85,21,1,0.0
85,22,1,0.0
85,23,1,0.0
85,24,1,0.0
86,1,1,0.0
86,2,1,0.0
86,3,1,0.0
86,4,1,0.0
86,5,1,0.0
86,6,1,0.0
86,7,1,0.0
86,8,1,0.0
86,9,1,0.0
86,10,0,0.41908
86,11,0,0.5559850000000001
86,12,1,0.0
86,13,1,0.0
86,14,1,0.0
86,15,0,0.441375
86,16,0,0.454705
86,17,1,0.0
86,18,0,0.658565
86,19,0,0.742055
86,20,0,0.606175
86,21,0,0.413495
86,22,0,0.39519999999999994
86,23,1,0.0
86,24,1,0.0
87,1,1,0.0
87,2,1,0.0
87,3,1,0.0
87,4,1,0.0
87,5,1,0.0
87,6,1,0.0
87,7,1,0.0
87,8,1,0.0
87,9,1,0.0
87,10,0,0.41417499999999996
87,11,0,0.48836999999999997
87,12,1,0.0
87,13,1,0.0
87,14,1,0.0
87,15,1,0.0
87,16,1,0.0
87,17,0,0.47601
87,18,0,0.67988
87,19,0,0.58756
87,20,1,0.0
87,21,1,0.0
87,22,1,0.0
87,23,1,0.0
87,24,1,0.0
88,1,1,0.0
88,2,1,0.0
88,3,1,0.0
88,4,1,0.0
88,5,1,0.0
88,6,1,0.0
88,7,1,0.0
88,8,1,0.0
88,9,1,0.0
88,10,1,0.0
88,11,1,0.0
88,12,1,0.0
88,13,1,0.0
88,14,1,0.0
88,15,0,0.469465
88,16,0,0.49058500000000005
88,17,0,0.391815
88,18,1,0.0
88,19,1,0.0
88,20,0,0.7021850000000001
88,21,0,0.573685
88,22,1,0.0
88,23,1,0.0
88,24,1,0.0
89,1,1,0.0
89,2,1,0.0
89,3,1,0.0
89,4,1,0.0
89,5,1,0.0
89,6,1,0.0
89,7,1,0.0
89,8,1,0.0
89,9,1,0.0
89,10,1,0.0
89,11,1,0.0
89,12,1,0.0
89,13,1,0.0
89,14,1,0.0
89,15,0,0.38753
89,16,0,0.52837
89,17,0,0.547555
89,18,1,0.0
89,19,1,0.0
89,20,1,0.0
89,21,1,0.0
89,22,1,0.0
89,23,1,0.0
89,24,1,0.0
90,1,1,0.0
90,2,1,0.0
90,3,1,0.0
90,4,1,0.0
90,5,1,0.0
90,6,1,0.0
90,7,1,0.0
90,8,1,0.0
90,9,1,0.0
90,10,0,0.449695
90,11,0,0.5157849999999999
90,12,0,0.461035
90,13,0,0.44421
90,14,1,0.0
90,15,1,0.0
90,16,0,0.43387
90,17,1,0.0
90,18,0,0.48735500000000004
90,19,0,0.48259
90,20,0,0.6774499999999999
90,21,0,0.45277
90,22,1,0.0
90,23,1,0.0
90,24,1,0.0
91,1,1,0.0
91,2,1,0.0
91,3,1,0.0
91,4,1,0.0
91,5,1,0.0
91,6,1,0.0
91,7,1,0.0
91,8,0,0.409815
91,9,1,0.0
91,10,1,0.0
91,11,1,0.0
91,12,1,0.0
91,13,1,0.0
91,14,1,0.0
91,15,1,0.0
91,16,0,0.46179000000000003
91,17,0,0.421185
91,18,1,0.0
91,19,0,0.38576
91,20,0,0.48122
91,21,1,0.0
91,22,1,0.0
91,23,1,0.0
91,24,1,0.0
92,1,1,0.0
92,2,1,0.0
92,3,1,0.0
92,4,1,0.0
92,5,1,0.0
92,6,1,0.0
92,7,1,0.0
92,8,1,0.0
92,9,0,0.475755
92,10,0,0.878065
92,11,0,0.85296
92,12,1,0.0
92,13,1,0.0
92,14,1,0.0
92,15,1,0.0
92,16,1,0.0
92,17,1,0.0
92,18,1,0.0
92,19,1,0.0
92,20,0,0.38147
92,21,1,0.0
92,22,1,0.0
92,23,1,0.0
92,24,1,0.0
93,1,1,0.0
93,2,1,0.0
93,3,1,0.0
93,4,1,0.0
93,5,1,0.0
93,6,1,0.0
93,7,1,0.0
93,8,0,0.46106
93,9,0,0.50437
93,10,0,0.41490000000000005
93,11,1,0.0
93,12,0,0.39079499999999995
93,13,1,0.0
93,14,1,0.0
93,15,1,0.0
93,16,1,0.0
93,17,0,0.443555
93,18,0,0.545225
93,19,0,0.941395
93,20,0,0.854665
93,21,0,0.632945
93,22,0,0.690565
93,23,0,0.46930999999999995
93,24,1,0.0
94,1,1,0.0
94,2,1,0.0
94,3,1,0.0
94,4,1,0.0
94,5,1,0.0
94,6,1,0.0
94,7,1,0.0
94,8,1,0.0
94,9,1,0.0
94,10,1,0.0
94,11,1,0.0
94,12,1,0.0
94,13,1,0.0
94,14,0,0.38173999999999997
94,15,0,0.461395
94,16,0,0.494885
94,17,1,0.0
94,18,1,0.0
94,19,1,0.0
94,20,0,0.5030100000000001
94,21,0,0.46988
94,22,0,0.543715
94,23,0,0.43905
94,24,1,0.0
95,1,1,0.0
95,2,1,0.0
95,3,1,0.0
95,4,1,0.0
95,5,1,0.0
95,6,1,0.0
95,7,1,0.0
95,8,1,0.0
95,9,1,0.0
95,10,1,0.0
95,11,0,0.392495
95,12,1,0.0
95,13,1,0.0
95,14,1,0.0
95,15,1,0.0
95,16,1,0.0
95,17,1,0.0
95,18,1,0.0
95,19,1,0.0
95,20,1,0.0
95,21,1,0.0
95,22,1,0.0
95,23,1,0.0
95,24,1,0.0
96,1,1,0.0
96,2,1,0.0
96,3,1,0.0
96,4,1,0.0
96,5,1,0.0
96,6,1,0.0
96,7,1,0.0
96,8,1,0.0
96,9,1,0.0
96,10,1,0.0
96,11,0,0.430565
96,12,0,0.6803199999999999
96,13,0,0.404205
96,14,1,0.0
96,15,0,0.41174
96,16,1,0.0
96,17,1,0.0
96,18,1,0.0
96,19,0,0.38531
96,20,0,0.51725
96,21,0,0.61758
96,22,1,0.0
96,23,1,0.0
96,24,1,0.0
97,1,1,0.0
97,2,1,0.0
97,3,1,0.0
97,4,1,0.0
97,5,1,0.0
97,6,1,0.0
97,7,1,0.0
97,8,1,0.0
97,9,1,0.0
97,10,1,0.0
97,11,1,0.0
97,12,1,0.0
97,13,1,0.0
97,14,1,0.0
97,15,0,0.542165
97,16,0,0.825655
97,17,0,0.683175
97,18,1,0.0
97,19,0,0.5405300000000001
97,20,0,0.584925
97,21,0,0.59301
97,22,1,0.0
97,23,0,0.395545
97,24,1,0.0
98,1,1,0.0
98,2,1,0.0
98,3,1,0.0
98,4,1,0.0
98,5,1,0.0
98,6,1,0.0
98,7,1,0.0
98,8,0,0.521045
98,9,0,0.83092
98,10,0,0.77239
98,11,0,0.58748
98,12,0,0.42343000000000003
98,13,1,0.0
98,14,1,0.0
98,15,0,0.48217
98,16,0,0.55891
98,17,0,0.53067
98,18,0,0.42161000000000004
98,19,1,0.0
98,20,0,0.38298499999999996
98,21,1,0.0
98,22,1,0.0
98,23,1,0.0
98,24,1,0.0
99,1,1,0.0
99,2,1,0.0
99,3,1,0.0
99,4,1,0.0
99,5,1,0.0
99,6,1,0.0
99,7,1,0.0
99,8,1,0.0
99,9,1,0.0
99,10,1,0.0
99,11,1,0.0
99,12,1,0.0
99,13,1,0.0
99,14,0,0.425015
99,15,0,0.50451
99,16,0,0.589045
99,17,0,0.458495
99,18,0,0.481055
99,19,0,0.543295
99,20,0,0.49451500000000004
99,21,1,0.0
99,22,1,0.0
99,23,1,0.0
99,24,1,0.0
100,1,1,0.0
100,2,1,0.0
100,3,1,0.0
100,4,1,0.0
100,5,1,0.0
100,6,1,0.0
100,7,1,0.0
100,8,1,0.0
100,9,1,0.0
100,10,1,0.0
100,11,1,0.0
100,12,1,0.0
100,13,1,0.0
100,14,1,0.0
100,15,0,0.522575
100,16,0,0.46244
100,17,0,0.50165
100,18,0,0.614175
100,19,1,0.0
100,20,1,0.0
100,21,1,0.0
100,22,1,0.0
100,23,1,0.0
100,24,1,0.0
101,1,1,0.0
101,2,1,0.0
101,3,1,0.0
101,4,1,0.0
101,5,1,0.0
101,6,1,0.0
101,7,1,0.0
101,8,0,0.453965
101,9,0,0.55688
101,10,0,0.695985
101,11,0,0.594715
101,12,1,0.0
101,13,1,0.0
101,14,1,0.0
101,15,1,0.0
101,16,0,0.51868
101,17,0,0.66771
101,18,0,0.911255
101,19,0,0.55322
101,20,0,0.4637
101,21,1,0.0
101,22,1,0.0
101,23,1,0.0
101,24,1,0.0
102,1,1,0.0
102,2,1,0.0
102,3,1,0.0
102,4,1,0.0
102,5,1,0.0
102,6,1,0.0
102,7,1,0.0
102,8,1,0.0
102,9,1,0.0
102,10,0,0.49539500000000003
102,11,0,0.41384
102,12,0,0.542165
102,13,1,0.0
102,14,1,0.0
102,15,1,0.0
102,16,0,0.46314500000000003
102,17,0,0.57741
102,18,0,0.611395
102,19,0,0.50383
102,20,0,0.564515
102,21,0,0.7077899999999999
102,22,0,0.797775
102,23,1,0.0
102,24,1,0.0
103,1,1,0.0
103,2,1,0.0
103,3,1,0.0
103,4,1,0.0
103,5,1,0.0
103,6,1,0.0
103,7,1,0.0
103,8,1,0.0
103,9,1,0.0
103,10,1,0.0
103,11,1,0.0
103,12,0,0.47933
103,13,1,0.0
103,14,1,0.0
103,15,0,0.38545999999999997
103,16,0,0.595185
103,17,1,0.0
103,18,1,0.0
103,19,1,0.0
103,20,1,0.0
103,21,1,0.0
103,22,1,0.0
103,23,1,0.0
103,24,1,0.0
104,1,1,0.0
104,2,1,0.0
104,3,1,0.0
104,4,1,0.0
104,5,1,0.0
104,6,1,0.0
104,7,1,0.0
104,8,1,0.0
104,9,1,0.0
104,10,1,0.0
104,11,0,0.426505
104,12,0,0.38305000000000006
104,13,1,0.0
104,14,1,0.0
104,15,1,0.0
104,16,1,0.0
104,17,1,0.0
104,18,0,0.42451500000000003
104,19,1,0.0
104,20,1,0.0
104,21,1,0.0
104,22,1,0.0
104,23,1,0.0
104,24,1,0.0
105,1,1,0.0
105,2,1,0.0
105,3,1,0.0
105,4,1,0.0
105,5,1,0.0
105,6,1,0.0
105,7,1,0.0
105,8,1,0.0
105,9,1,0.0
105,10,1,0.0
105,11,0,0.476825
105,12,0,0.49871000000000004
105,13,1,0.0
105,14,1,0.0
105,15,1,0.0
105,16,0,0.587065
105,17,0,0.7150399999999999
105,18,0,0.70099
105,19,1,0.0
105,20,1,0.0
105,21,1,0.0
105,22,1,0.0
105,23,1,0.0
105,24,1,0.0
106,1,1,0.0
106,2,1,0.0
106,3,1,0.0
106,4,1,0.0
106,5,1,0.0
106,6,1,0.0
106,7,1,0.0
106,8,1,0.0
106,9,1,0.0
106,10,1,0.0
106,11,1,0.0
106,12,1,0.0
106,13,1,0.0
106,14,1,0.0
106,15,1,0.0
106,16,0,0.48841999999999997
106,17,0,0.5285799999999999
106,18,0,0.6624099999999999
106,19,0,0.723
106,20,0,0.60399
106,21,0,0.42269000000000007
106,22,1,0.0
106,23,1,0.0
106,24,1,0.0
107,1,1,0.0
107,2,1,0.0
107,3,1,0.0
107,4,1,0.0
107,5,1,0.0
107,6,1,0.0
107,7,1,0.0
107,8,1,0.0
107,9,1,0.0
107,10,1,0.0
107,11,0,0.398465
107,12,1,0.0
107,13,0,0.6229750000000001
107,14,1,0.0
107,15,1,0.0
107,16,1,0.0
107,17,1,0.0
107,18,1,0.0
107,19,0,0.45665
107,20,0,0.67559
107,21,1,0.0
107,22,1,0.0
107,23,1,0.0
107,24,1,0.0
108,1,1,0.0
108,2,1,0.0
108,3,1,0.0
108,4,1,0.0
108,5,1,0.0
108,6,1,0.0
108,7,1,0.0
108,8,1,0.0
108,9,0,0.4644
108,10,0,0.387675
108,11,1,0.0
108,12,1,0.0
108,13,1,0.0
108,14,1,0.0
108,15,1,0.0
108,16,0,0.47541000000000005
108,17,0,0.7201900000000001
108,18,0,0.6439
108,19,1,0.0
108,20,1,0.0
108,21,1,0.0
108,22,1,0.0
108,23,1,0.0
108,24,1,0.0
109,1,1,0.0
109,2,1,0.0
109,3,1,0.0
109,4,1,0.0
109,5,1,0.0
109,6,1,0.0
109,7,1,0.0
109,8,1,0.0
109,9,1,0.0
109,10,1,0.0
109,11,1,0.0
109,12,1,0.0
109,13,1,0.0
109,14,1,0.0
109,15,1,0.0
109,16,1,0.0
109,17,0,0.428415
109,18,1,0.0
109,19,0,0.55274
109,20,0,0.706025
109,21,1,0.0
109,22,1,0.0
109,23,1,0.0
109,24,1,0.0
110,1,1,0.0
110,2,1,0.0
110,3,1,0.0
110,4,1,0.0
110,5,1,0.0
110,6,1,0.0
110,7,1,0.0
110,8,1,0.0
110,9,1,0.0
110,10,1,0.0
110,11,1,0.0
110,12,0,0.446505
110,13,1,0.0
110,14,1,0.0
110,15,0,0.45634
110,16,0,0.6422
110,17,1,0.0
110,18,1,0.0
110,19,1,0.0
110,20,1,0.0
110,21,1,0.0
110,22,1,0.0
110,23,1,0.0
110,24,1,0.0
111,1,1,0.0
111,2,1,0.0
111,3,1,0.0
111,4,1,0.0
111,5,1,0.0
111,6,1,0.0
111,7,1,0.0
111,8,1,0.0
111,9,1,0.0
111,10,0,0.48172
111,11,0,0.47056000000000003
111,12,1,0.0
